"DATE_TIME","TEMPERATURE","DEPTH","BATHYTHERMIC_HEADER_ID"
2021-07-08 14:47:23,13.768,0,28402
2021-07-08 14:47:26,13.912,-0.1,28402
2021-07-08 14:47:29,14.025,0,28402
2021-07-08 14:47:34,13.963,0,28402
2021-07-08 14:47:37,14.014,0,28402
2021-07-08 14:47:40,14.013,0,28402
2021-07-08 14:47:43,13.981,0,28402
2021-07-08 14:47:48,13.958,0,28402
2021-07-08 14:47:51,13.946,0,28402
2021-07-08 14:47:54,13.979,0,28402
2021-07-08 14:47:59,13.865,-0.1,28402
2021-07-08 14:48:02,13.886,0,28402
2021-07-08 14:48:05,13.934,-0.1,28402
2021-07-08 14:48:08,13.955,0,28402
2021-07-08 14:48:13,13.747,-0.1,28402
2021-07-08 14:48:16,13.675,0,28402
2021-07-08 14:48:19,13.705,-0.1,28402
2021-07-08 14:48:22,13.498,-0.1,28402
2021-07-08 14:48:27,13.282,0,28402
2021-07-08 14:48:30,13.084,0,28402
2021-07-08 14:48:33,13.273,0,28402
2021-07-08 14:48:38,13.471,-0.1,28402
2021-07-08 14:48:41,13.551,-0.1,28402
2021-07-08 14:48:44,13.588,-0.1,28402
2021-07-08 14:48:47,13.629,-0.1,28402
2021-07-08 14:48:52,13.713,-0.1,28402
2021-07-08 14:48:55,13.834,-0.1,28402
2021-07-08 14:48:58,13.984,-0.1,28402
2021-07-08 14:49:03,14.179,-0.1,28402
2021-07-08 14:49:06,14.245,-0.1,28402
2021-07-08 14:49:09,14.336,-0.1,28402
2021-07-08 14:49:12,14.426,-0.1,28402
2021-07-08 14:49:17,14.471,-0.1,28402
2021-07-08 14:49:20,14.55,-0.1,28402
2021-07-08 14:49:23,14.543,-0.1,28402
2021-07-08 14:49:28,14.477,0,28402
2021-07-08 14:49:31,14.47,-0.1,28402
2021-07-08 14:49:34,14.469,-0.1,28402
2021-07-08 14:49:37,14.522,-0.1,28402
2021-07-08 14:49:42,14.58,-0.1,28402
2021-07-08 14:49:45,14.613,0,28402
2021-07-08 14:49:48,14.67,0,28402
2021-07-08 14:49:53,14.697,-0.1,28402
2021-07-08 14:49:56,14.716,-0.1,28402
2021-07-08 14:49:59,14.707,-0.1,28402
2021-07-08 14:50:02,14.717,0,28402
2021-07-08 14:50:07,14.376,-0.1,28402
2021-07-08 14:50:24,13.743,-0.1,28402
2021-07-08 14:50:10,14.249,-0.1,28402
2021-07-08 14:50:13,14.15,-0.1,28402
2021-07-08 14:50:16,14.062,-0.1,28402
2021-07-08 14:50:21,13.891,-0.1,28402
2021-07-08 14:50:27,13.475,-0.1,28402
2021-07-08 14:50:32,13.214,-0.1,28402
2021-07-08 14:50:35,13.031,-0.1,28402
2021-07-08 14:50:49,12.837,-0.1,28402
2021-07-08 14:50:38,12.97,-0.1,28402
2021-07-08 14:50:41,12.944,-0.1,28402
2021-07-08 14:50:46,12.91,-0.1,28402
2021-07-08 14:50:52,12.791,-0.1,28402
2021-07-08 14:50:57,12.703,-0.1,28402
2021-07-08 14:51:00,12.588,-0.1,28402
2021-07-08 14:51:03,12.558,-0.1,28402
2021-07-08 14:51:06,12.462,-0.1,28402
2021-07-08 14:51:11,12.375,-0.1,28402
2021-07-08 14:51:14,12.283,-0.1,28402
2021-07-08 14:51:17,12.256,-0.1,28402
2021-07-08 14:51:22,12.153,-0.1,28402
2021-07-08 14:51:25,12.133,-0.1,28402
2021-07-08 14:51:28,12.061,-0.1,28402
2021-07-08 14:51:31,11.981,-0.1,28402
2021-07-08 14:51:36,11.934,-0.1,28402
2021-07-08 14:51:39,11.902,-0.1,28402
2021-07-08 14:51:42,11.883,-0.1,28402
2021-07-08 14:51:47,11.82,-0.1,28402
2021-07-08 14:51:50,11.83,-0.1,28402
2021-07-08 14:51:53,11.772,-0.1,28402
2021-07-08 14:51:56,11.767,-0.1,28402
2021-07-08 14:52:01,11.695,-0.1,28402
2021-07-08 14:52:04,11.677,-0.1,28402
2021-07-08 14:52:07,11.652,-0.1,28402
2021-07-08 14:52:10,11.559,-0.1,28402
2021-07-08 14:52:15,11.511,-0.1,28402
2021-07-08 14:52:18,11.497,-0.1,28402
2021-07-08 14:52:21,11.413,-0.1,28402
2021-07-08 14:52:26,11.385,-0.1,28402
2021-07-08 14:52:29,8.852,0.6,28402
2021-07-08 14:52:32,8.527,0.6,28402
2021-07-08 14:52:35,8.618,0.6,28402
2021-07-08 14:52:40,8.538,0.7,28402
2021-07-08 14:52:43,8.609,0.5,28402
2021-07-08 14:52:46,8.544,0.5,28402
2021-07-08 14:52:51,8.519,0.5,28402
2021-07-08 14:52:54,8.502,0.4,28402
2021-07-08 14:52:57,8.497,0.7,28402
2021-07-08 14:53:00,8.474,0.8,28402
2021-07-08 14:53:05,8.492,0.7,28402
2021-07-08 14:53:08,8.473,0.8,28402
2021-07-08 14:53:11,8.486,0.7,28402
2021-07-08 14:53:16,8.475,0.6,28402
2021-07-08 14:53:19,8.477,0.6,28402
2021-07-08 14:53:22,8.465,0.7,28402
2021-07-08 14:53:25,8.491,0.6,28402
2021-07-08 14:53:30,8.464,0.6,28402
2021-07-08 14:53:33,8.468,0.7,28402
2021-07-08 14:53:36,8.469,0.7,28402
2021-07-08 14:53:41,8.47,0.8,28402
2021-07-08 14:53:44,8.466,0.7,28402
2021-07-08 14:53:47,8.464,0.6,28402
2021-07-08 14:53:50,8.457,0.7,28402
2021-07-08 14:53:55,8.46,0.6,28402
2021-07-08 14:53:58,8.458,0.6,28402
2021-07-08 14:54:01,8.466,0.6,28402
2021-07-08 14:54:04,8.459,0.6,28402
2021-07-08 14:54:09,8.458,0.6,28402
2021-07-08 14:54:12,8.471,0.5,28402
2021-07-08 14:54:15,8.46,0.4,28402
2021-07-08 14:54:20,8.465,0.5,28402
2021-07-08 14:54:23,8.456,0.5,28402
2021-07-08 14:54:26,8.461,0.5,28402
2021-07-08 14:54:29,8.463,0.5,28402
2021-07-08 14:54:34,8.464,0.6,28402
2021-07-08 14:54:37,8.458,0.6,28402
2021-07-08 14:54:40,8.463,0.5,28402
2021-07-08 14:54:45,8.453,0.5,28402
2021-07-08 14:54:48,8.456,0.5,28402
2021-07-08 14:54:51,8.46,0.5,28402
2021-07-08 14:54:54,8.454,0.5,28402
2021-07-08 14:54:59,8.45,0.4,28402
2021-07-08 14:55:02,8.456,0.4,28402
2021-07-08 14:55:05,8.453,0.5,28402
2021-07-08 14:55:10,8.451,0.3,28402
2021-07-08 14:55:13,8.452,0.4,28402
2021-07-08 14:55:16,8.453,0.3,28402
2021-07-08 14:55:19,8.45,0.5,28402
2021-07-08 14:55:24,8.449,0.5,28402
2021-07-08 14:55:27,8.45,0.5,28402
2021-07-08 14:55:30,8.45,0.5,28402
2021-07-08 14:55:35,8.447,1,28402
2021-07-08 14:55:38,8.446,1.4,28402
2021-07-08 14:55:41,8.445,1.9,28402
2021-07-08 14:55:44,8.444,2.2,28402
2021-07-08 14:55:49,8.442,3,28402
2021-07-08 14:55:52,8.443,3.2,28402
2021-07-08 14:55:55,8.442,3.7,28402
2021-07-08 14:55:58,8.442,4.1,28402
2021-07-08 14:56:03,8.441,5.1,28402
2021-07-08 14:56:06,8.441,5.2,28402
2021-07-08 14:56:09,8.441,6.2,28402
2021-07-08 14:56:14,8.439,6.3,28402
2021-07-08 14:56:17,8.438,6.5,28402
2021-07-08 14:56:20,8.438,7,28402
2021-07-08 14:56:23,8.436,7.6,28402
2021-07-08 14:56:28,8.435,8.6,28402
2021-07-08 14:56:31,8.434,9.4,28402
2021-07-08 14:56:34,8.432,10,28402
2021-07-08 14:56:39,8.431,11.2,28402
2021-07-08 14:56:42,8.43,12,28402
2021-07-08 14:56:45,8.425,12.8,28402
2021-07-08 14:56:48,8.421,13.6,28402
2021-07-08 14:56:53,8.358,15.1,28402
2021-07-08 14:56:56,8.238,15.9,28402
2021-07-08 14:56:59,7.84,16.9,28402
2021-07-08 14:57:04,7.325,18.5,28402
2021-07-08 14:57:18,5.616,23.2,28402
2021-07-08 14:57:07,6.812,19.5,28402
2021-07-08 14:57:10,6.337,20.5,28402
2021-07-08 14:57:13,6.013,21.5,28402
2021-07-08 14:57:21,5.481,24.2,28402
2021-07-08 14:57:24,5.414,25.3,28402
2021-07-08 14:57:29,5.335,27,28402
2021-07-08 14:57:32,5.28,28,28402
2021-07-08 14:57:35,5.212,29,28402
2021-07-08 14:57:38,5.122,30.1,28402
2021-07-08 14:57:43,4.271,31.9,28402
2021-07-08 14:57:57,3.778,37,28402
2021-07-08 14:57:46,4.048,33,28402
2021-07-08 14:57:49,3.94,34,28402
2021-07-08 14:57:52,3.883,35.1,28402
2021-07-08 14:58:00,3.725,38.1,28402
2021-07-08 14:58:03,3.694,39.2,28402
2021-07-08 14:58:08,3.636,41,28402
2021-07-08 14:58:11,3.59,42.1,28402
2021-07-08 14:58:14,3.519,43.2,28402
2021-07-08 14:58:17,3.306,44.3,28402
2021-07-08 14:58:22,2.709,46.1,28402
2021-07-08 14:58:25,2.424,47.2,28402
2021-07-08 14:58:28,2.315,48.3,28402
2021-07-08 14:58:33,2.23,50.3,28402
2021-07-08 14:58:36,2.195,51.3,28402
2021-07-08 14:58:39,2.182,52.5,28402
2021-07-08 14:58:42,2.169,53.6,28402
2021-07-08 14:58:47,2.156,55.5,28402
2021-07-08 14:58:50,2.153,56.6,28402
2021-07-08 14:58:53,2.149,57.8,28402
2021-07-08 14:58:58,2.144,59.7,28402
2021-07-08 14:59:01,2.143,60.8,28402
2021-07-08 14:59:04,2.139,62,28402
2021-07-08 14:59:07,2.136,63.1,28402
2021-07-08 14:59:12,2.134,65,28402
2021-07-08 14:59:15,2.128,66.2,28402
2021-07-08 14:59:18,2.126,67.4,28402
2021-07-08 14:59:23,2.127,69.3,28402
2021-07-08 14:59:26,2.127,70.4,28402
2021-07-08 14:59:29,2.128,71.6,28402
2021-07-08 14:59:32,2.126,72.7,28402
2021-07-08 14:59:37,2.129,74.6,28402
2021-07-08 14:59:40,2.129,75.7,28402
2021-07-08 14:59:43,2.128,76.7,28402
2021-07-08 14:59:46,2.127,77.7,28402
2021-07-08 14:59:51,2.127,79.2,28402
2021-07-08 14:59:54,2.126,80.2,28402
2021-07-08 14:59:57,2.126,81.2,28402
2021-07-08 15:00:02,2.126,82.6,28402
2021-07-08 15:00:05,2.125,83.3,28402
2021-07-08 15:00:08,2.124,84,28402
2021-07-08 15:00:11,2.125,84.8,28402
2021-07-08 15:00:16,2.125,85.9,28402
2021-07-08 15:00:19,2.125,86.4,28402
2021-07-08 15:00:22,2.125,87,28402
2021-07-08 15:00:27,2.125,87.8,28402
2021-07-08 15:00:30,2.125,88.2,28402
2021-07-08 15:00:33,2.125,88.6,28402
2021-07-08 15:00:36,2.124,88.9,28402
2021-07-08 15:00:41,2.124,89.3,28402
2021-07-08 15:00:44,2.124,89.5,28402
2021-07-08 15:00:47,2.123,89.8,28402
2021-07-08 15:00:52,2.123,90.1,28402
2021-07-08 15:00:55,2.123,90.3,28402
2021-07-08 15:00:58,2.123,90.4,28402
2021-07-08 15:01:01,2.123,90.6,28402
2021-07-08 15:01:06,2.123,90.8,28402
2021-07-08 15:01:09,2.123,90.9,28402
2021-07-08 15:01:12,2.124,91.1,28402
2021-07-08 15:01:17,2.124,91.3,28402
2021-07-08 15:01:20,2.124,91.4,28402
2021-07-08 15:01:23,2.123,91.4,28402
2021-07-08 15:01:26,2.124,91.4,28402
2021-07-08 15:01:31,2.124,91.4,28402
2021-07-08 15:01:34,2.124,91.5,28402
2021-07-08 15:01:37,2.124,91.5,28402
2021-07-08 15:01:40,2.124,91.6,28402
2021-07-08 15:01:45,2.124,91.5,28402
2021-07-08 15:01:48,2.124,91.6,28402
2021-07-08 15:01:51,2.123,91.4,28402
2021-07-08 15:01:56,2.123,91.6,28402
2021-07-08 15:01:59,2.123,91.6,28402
2021-07-08 15:02:02,2.123,91.6,28402
2021-07-08 15:02:05,2.123,91.6,28402
2021-07-08 15:02:10,2.123,91.6,28402
2021-07-08 15:02:13,2.123,91.7,28402
2021-07-08 15:02:16,2.123,91.6,28402
2021-07-08 15:02:21,2.123,91.6,28402
2021-07-08 15:02:24,2.123,91.6,28402
2021-07-08 15:02:27,2.123,91.6,28402
2021-07-08 15:02:30,2.123,91.7,28402
2021-07-08 15:02:35,2.123,91.7,28402
2021-07-08 15:02:38,2.124,91.7,28402
2021-07-08 15:02:41,2.124,91.6,28402
2021-07-08 15:02:46,2.123,91.7,28402
2021-07-08 15:02:49,2.123,91.7,28402
2021-07-08 15:02:52,2.123,91.7,28402
2021-07-08 15:02:55,2.123,91.7,28402
2021-07-08 15:03:00,2.123,91.6,28402
2021-07-08 15:03:03,2.123,91.7,28402
2021-07-08 15:03:06,2.123,91.7,28402
2021-07-08 15:03:11,2.123,91.8,28402
2021-07-08 15:03:14,2.123,91.6,28402
2021-07-08 15:03:17,2.123,91.7,28402
2021-07-08 15:03:20,2.123,91.7,28402
2021-07-08 15:03:25,2.123,91.7,28402
2021-07-08 15:03:28,2.123,91.7,28402
2021-07-08 15:03:42,2.124,91.7,28402
2021-07-08 15:03:31,2.124,91.8,28402
2021-07-08 15:03:34,2.124,91.7,28402
2021-07-08 15:03:39,2.124,91.7,28402
2021-07-08 15:03:45,2.125,91.8,28402
2021-07-08 15:03:50,2.124,91.7,28402
2021-07-08 15:03:53,2.124,91.6,28402
2021-07-08 15:03:56,2.124,91.7,28402
2021-07-08 15:03:59,2.124,91.8,28402
2021-07-08 15:04:04,2.124,91.7,28402
2021-07-08 15:04:07,2.124,91.7,28402
2021-07-08 15:04:10,2.124,91.6,28402
2021-07-08 15:04:15,2.124,91.7,28402
2021-07-08 15:04:18,2.124,91.7,28402
2021-07-08 15:04:21,2.125,91.7,28402
2021-07-08 15:04:24,2.124,91.7,28402
2021-07-08 15:04:29,2.124,91.6,28402
2021-07-08 15:04:32,2.124,91.7,28402
2021-07-08 15:04:35,2.126,91.6,28402
2021-07-08 15:04:40,2.125,91.7,28402
2021-07-08 15:04:43,2.125,91.6,28402
2021-07-08 15:04:46,2.125,91.6,28402
2021-07-08 15:04:49,2.125,91.7,28402
2021-07-08 15:04:54,2.124,91.6,28402
2021-07-08 15:04:57,2.124,91.6,28402
2021-07-08 15:05:00,2.123,91.7,28402
2021-07-08 15:05:05,2.123,91.6,28402
2021-07-08 15:05:08,2.123,91.7,28402
2021-07-08 15:05:11,2.123,91.6,28402
2021-07-08 15:05:14,2.123,91.7,28402
2021-07-08 15:05:33,2.123,91.7,28402
2021-07-08 15:05:19,2.124,91.7,28402
2021-07-08 15:05:22,2.123,91.7,28402
2021-07-08 15:05:25,2.123,91.7,28402
2021-07-08 15:05:28,2.123,91.6,28402
2021-07-08 15:05:36,2.123,91.7,28402
2021-07-08 15:05:39,2.123,91.6,28402
2021-07-08 15:05:44,2.123,91.6,28402
2021-07-08 15:05:47,2.124,91.7,28402
2021-07-08 15:05:50,2.125,91.6,28402
2021-07-08 15:05:53,2.125,91.7,28402
2021-07-08 15:05:58,2.126,91.6,28402
2021-07-08 15:06:01,2.125,91.6,28402
2021-07-08 15:06:04,2.125,91.7,28402
2021-07-08 15:06:09,2.125,91.6,28402
2021-07-08 15:06:12,2.125,91.6,28402
2021-07-08 15:06:15,2.125,91.6,28402
2021-07-08 15:06:18,2.125,91.6,28402
2021-07-08 15:06:23,2.124,91.6,28402
2021-07-08 15:06:26,2.124,91.7,28402
2021-07-08 15:06:29,2.124,91.7,28402
2021-07-08 15:06:34,2.125,91.7,28402
2021-07-08 15:06:37,2.125,91.7,28402
2021-07-08 15:06:40,2.125,91.7,28402
2021-07-08 15:06:43,2.126,91.6,28402
2021-07-08 15:06:48,2.125,91.7,28402
2021-07-08 15:06:51,2.125,91.7,28402
2021-07-08 15:06:54,2.125,91.7,28402
2021-07-08 15:06:59,2.125,91.7,28402
2021-07-08 15:07:02,2.126,91.6,28402
2021-07-08 15:07:05,2.125,91.6,28402
2021-07-08 15:07:08,2.125,91.7,28402
2021-07-08 15:07:13,2.125,91.7,28402
2021-07-08 15:07:16,2.125,91.6,28402
2021-07-08 15:07:19,2.124,91.7,28402
2021-07-08 15:07:22,2.124,91.6,28402
2021-07-08 15:07:27,2.124,91.6,28402
2021-07-08 15:07:30,2.124,91.7,28402
2021-07-08 15:07:33,2.124,91.6,28402
2021-07-08 15:07:38,2.124,91.7,28402
2021-07-08 15:07:41,2.125,91.6,28402
2021-07-08 15:07:44,2.125,91.6,28402
2021-07-08 15:07:47,2.125,91.6,28402
2021-07-08 15:07:52,2.125,91.7,28402
2021-07-08 15:07:55,2.125,91.6,28402
2021-07-08 15:07:58,2.125,91.6,28402
2021-07-08 15:08:03,2.125,91.7,28402
2021-07-08 15:08:06,2.125,91.7,28402
2021-07-08 15:08:09,2.125,91.7,28402
2021-07-08 15:08:12,2.125,91.7,28402
2021-07-08 15:08:17,2.124,91.6,28402
2021-07-08 15:08:20,2.125,91.7,28402
2021-07-08 15:08:23,2.125,91.7,28402
2021-07-08 15:08:28,2.125,91.6,28402
2021-07-08 15:08:31,2.125,91.7,28402
2021-07-08 15:08:34,2.125,91.6,28402
2021-07-08 15:08:37,2.125,91.6,28402
2021-07-08 15:08:42,2.124,91.7,28402
2021-07-08 15:08:45,2.125,91.7,28402
2021-07-08 15:08:48,2.124,91.6,28402
2021-07-08 15:08:53,2.124,91.6,28402
2021-07-08 15:08:56,2.125,91.7,28402
2021-07-08 15:08:59,2.124,91.7,28402
2021-07-08 15:09:02,2.124,91.7,28402
2021-07-08 15:09:07,2.124,91.7,28402
2021-07-08 15:09:10,2.124,91.7,28402
2021-07-08 15:09:13,2.124,91.7,28402
2021-07-08 15:09:16,2.124,91.7,28402
2021-07-08 15:09:21,2.124,91.7,28402
2021-07-08 15:09:24,2.125,91.7,28402
2021-07-08 15:09:27,2.125,91.7,28402
2021-07-08 15:09:32,2.125,91.7,28402
2021-07-08 15:09:35,2.125,91.7,28402
2021-07-08 15:09:38,2.125,91.6,28402
2021-07-08 15:09:41,2.125,91.6,28402
2021-07-08 15:09:46,2.125,91.7,28402
2021-07-08 15:09:49,2.125,91.7,28402
2021-07-08 15:09:52,2.126,91.7,28402
2021-07-08 15:10:06,2.125,91.7,28402
2021-07-08 15:09:57,2.126,91.7,28402
2021-07-08 15:10:00,2.126,91.6,28402
2021-07-08 15:10:03,2.126,91.7,28402
2021-07-08 15:10:11,2.125,91.7,28402
2021-07-08 15:10:14,2.125,91.7,28402
2021-07-08 15:10:17,2.125,91.7,28402
2021-07-08 15:10:22,2.125,91.7,28402
2021-07-08 15:10:25,2.126,91.7,28402
2021-07-08 15:10:28,2.126,91.6,28402
2021-07-08 15:10:31,2.126,91.7,28402
2021-07-08 15:10:36,2.126,91.7,28402
2021-07-08 15:10:39,2.126,91.6,28402
2021-07-08 15:10:42,2.126,91.7,28402
2021-07-08 15:10:47,2.125,91.7,28402
2021-07-08 15:10:50,2.126,91.7,28402
2021-07-08 15:10:53,2.126,91.7,28402
2021-07-08 15:10:56,2.125,91.6,28402
2021-07-08 15:11:01,2.126,91.6,28402
2021-07-08 15:11:04,2.126,91.7,28402
2021-07-08 15:11:07,2.126,91.7,28402
2021-07-08 15:11:10,2.126,91.6,28402
2021-07-08 15:11:15,2.126,91.6,28402
2021-07-08 15:11:18,2.126,91.7,28402
2021-07-08 15:11:21,2.126,91.7,28402
2021-07-08 15:11:26,2.126,91.7,28402
2021-07-08 15:11:29,2.127,91.6,28402
2021-07-08 15:11:32,2.127,91.7,28402
2021-07-08 15:11:35,2.127,91.7,28402
2021-07-08 15:11:40,2.126,91.6,28402
2021-07-08 15:11:43,2.127,91.6,28402
2021-07-08 15:11:46,2.126,91.6,28402
2021-07-08 15:11:51,2.126,91.6,28402
2021-07-08 15:11:54,2.126,91.7,28402
2021-07-08 15:11:57,2.126,91.6,28402
2021-07-08 15:12:00,2.125,91.6,28402
2021-07-08 15:12:05,2.125,91.6,28402
2021-07-08 15:12:08,2.125,91.6,28402
2021-07-08 15:12:11,2.125,91.6,28402
2021-07-08 15:12:16,2.126,91.6,28402
2021-07-08 15:12:19,2.126,91.6,28402
2021-07-08 15:12:22,2.126,91.6,28402
2021-07-08 15:12:25,2.126,91.6,28402
2021-07-08 15:12:30,2.126,91.6,28402
2021-07-08 15:12:33,2.126,91.6,28402
2021-07-08 15:12:36,2.126,91.6,28402
2021-07-08 15:12:41,2.126,91.5,28402
2021-07-08 15:12:44,2.126,91.6,28402
2021-07-08 15:12:47,2.126,91.7,28402
2021-07-08 15:13:01,2.125,91.7,28402
2021-07-08 15:12:50,2.125,91.7,28402
2021-07-08 15:12:55,2.125,91.6,28402
2021-07-08 15:12:58,2.125,91.6,28402
2021-07-08 15:13:04,2.125,91.7,28402
2021-07-08 15:13:09,2.125,91.6,28402
2021-07-08 15:13:12,2.125,91.6,28402
2021-07-08 15:13:15,2.125,91.7,28402
2021-07-08 15:13:20,2.125,91.7,28402
2021-07-08 15:13:23,2.125,91.6,28402
2021-07-08 15:13:26,2.125,91.7,28402
2021-07-08 15:13:29,2.126,91.7,28402
2021-07-08 15:13:34,2.125,91.6,28402
2021-07-08 15:13:37,2.126,91.6,28402
2021-07-08 15:13:40,2.126,91.6,28402
2021-07-08 15:13:45,2.126,91.7,28402
2021-07-08 15:13:48,2.126,91.7,28402
2021-07-08 15:13:51,2.126,91.6,28402
2021-07-08 15:13:54,2.126,91.7,28402
2021-07-08 15:13:59,2.126,91.6,28402
2021-07-08 15:14:02,2.126,91.7,28402
2021-07-08 15:14:05,2.127,91.6,28402
2021-07-08 15:14:10,2.126,91.6,28402
2021-07-08 15:14:13,2.126,91.6,28402
2021-07-08 15:14:16,2.126,91.6,28402
2021-07-08 15:14:19,2.126,91.6,28402
2021-07-08 15:14:24,2.126,91.7,28402
2021-07-08 15:14:27,2.126,91.7,28402
2021-07-08 15:14:30,2.126,91.6,28402
2021-07-08 15:14:35,2.127,91.6,28402
2021-07-08 15:14:38,2.126,91.6,28402
2021-07-08 15:14:41,2.126,91.7,28402
2021-07-08 15:14:44,2.126,91.6,28402
2021-07-08 15:14:49,2.126,91.7,28402
2021-07-08 15:14:52,2.126,91.6,28402
2021-07-08 15:14:55,2.126,91.7,28402
2021-07-08 15:14:58,2.126,91.6,28402
2021-07-08 15:15:03,2.126,91.7,28402
2021-07-08 15:15:06,2.126,91.7,28402
2021-07-08 15:15:09,2.126,91.7,28402
2021-07-08 15:15:14,2.126,91.6,28402
2021-07-08 15:15:17,2.126,91.7,28402
2021-07-08 15:15:20,2.126,91.8,28402
2021-07-08 15:15:23,2.126,91.7,28402
2021-07-08 15:15:28,2.126,91.7,28402
2021-07-08 15:15:31,2.127,91.6,28402
2021-07-08 15:15:34,2.127,91.7,28402
2021-07-08 15:15:39,2.127,91.7,28402
2021-07-08 15:15:42,2.126,91.7,28402
2021-07-08 15:15:45,2.127,91.7,28402
2021-07-08 15:15:48,2.127,91.6,28402
2021-07-08 15:15:53,2.127,91.7,28402
